Design,ipae_score
9bk6_l69_s766278_mpnn3,7.283557971014494
1yi5_l96_s750131_mpnn3,5.273376225490196
1yi5_l96_s750131_mpnn1,5.265060508578431
1yi5_l96_s868292_mpnn1,7.808666513480393
1yi5_l96_s868292_mpnn2,6.6981464460784315
1yi5_l84_s182634_mpnn3,4.740532212885153
1yi5_l84_s182634_mpnn8,4.361444327731093
1yi5_l96_s566473_mpnn4,5.827169883578431
1yi5_l96_s566473_mpnn1,4.98109068627451
7z14_l94_s249058_mpnn17,4.645122340425532
7z14_l94_s249058_mpnn11,4.049871453900709
7z14_l75_s376417_mpnn7,3.6613011111111113
1yi5_l89_s997750_mpnn1,4.752045604758758
1yi5_l71_s68597_mpnn13,6.300110811930406
1yi5_l71_s68597_mpnn14,6.66401926263463
1yi5_l63_s560960_mpnn4,15.548550420168066
1yi5_l63_s560960_mpnn8,16.25343253968254
1yi5_l60_s27895_mpnn4,13.482077205882353
1yi5_l102_s938908_mpnn3,4.546015715109573
1yi5_l102_s938908_mpnn5,4.7634998558246835
1yi5_l102_s791022_mpnn6,5.637764561707035
1yi5_l102_s791022_mpnn4,5.516809400230681
7z14_l74_s134466_mpnn6,14.492835585585585
1yi5_l89_s422395_mpnn3,8.076445803040318
1yi5_l89_s422395_mpnn1,8.487124091209516
1yi5_l79_s180988_mpnn20,5.77553983618764
1yi5_l111_s283900_mpnn1,5.815641229464759
1yi5_l111_s283900_mpnn2,5.601290408055114
1yi5_l96_s343603_mpnn14,6.016256893382352
1yi5_l116_s874368_mpnn8,5.167101926977688
1yi5_l116_s874368_mpnn14,6.008169371196754
1yi5_l85_s357894_mpnn2,6.898823529411764
1yi5_l85_s357894_mpnn3,4.992476643598616
1yi5_l76_s568914_mpnn11,5.418384287925697
1yi5_l76_s568914_mpnn6,7.194961300309598
1yi5_l95_s687783_mpnn3,5.27540866873065
1yi5_l95_s687783_mpnn1,6.7036091331269345
1yi5_l102_s589572_mpnn2,5.874692185697809
1yi5_l102_s589572_mpnn5,4.926778402537485
1yi5_l106_s247076_mpnn8,5.502005410654828
1yi5_l106_s247076_mpnn2,6.763721559378468
7z14_l80_s767349_mpnn4,20.908325
1yi5_l89_s489933_mpnn1,5.419756278916061
1yi5_l89_s489933_mpnn8,5.210274289491077
1yi5_l78_s437839_mpnn2,4.776997549019608
1yi5_l72_s458015_mpnn8,5.773251633986928
1yi5_l90_s119911_mpnn5,5.16901633986928
1yi5_l90_s119911_mpnn8,5.278180555555556
1yi5_l72_s458015_mpnn7,6.30781147875817
1yi5_l73_s703700_mpnn16,6.3703797340854145
1yi5_l73_s703700_mpnn3,7.279640410958905
1yi5_l78_s437839_mpnn1,7.164620098039215
7z14_l75_s687656_mpnn15,8.07657
1yi5_l106_s342438_mpnn8,4.222991814650388
1yi5_l106_s342438_mpnn7,4.351508046614873
1yi5_l88_s585564_mpnn5,4.466677807486631
1yi5_l88_s585564_mpnn12,5.1024189505347595
1yi5_l85_s194532_mpnn20,5.419689446366782
1yi5_l102_s527576_mpnn2,5.045534890426759
1yi5_l102_s527576_mpnn3,4.185098039215686
1yi5_l102_s292582_mpnn16,5.659734717416379
1yi5_l86_s978985_mpnn17,6.301656121751026
1yi5_l89_s204901_mpnn7,5.046001321877066
1yi5_l89_s204901_mpnn4,5.046943985459352
5nq4_l120_s575933_mpnn1,4.401350694444445
5nq4_l120_s575933_mpnn12,5.50311111111111
1yi5_l83_s5986_mpnn8,15.077065024805105
1yi5_l83_s5986_mpnn11,5.685416371367824
1yi5_l78_s360473_mpnn4,4.746430995475112
1yi5_l78_s360473_mpnn5,4.675733408748115
1yi5_l146_s61041_mpnn1,5.528367244157938
1yi5_l153_s230218_mpnn1,5.167478854286813
1yi5_l153_s230218_mpnn2,4.6249706843521725
1yi5_l146_s61041_mpnn2,5.157001913779211
1yi5_l86_s832794_mpnn20,6.467008378932968
1yi5_l89_s121962_mpnn16,4.970942663582287
1yi5_l100_s192196_mpnn4,4.87975955882353
1yi5_l100_s192196_mpnn6,15.600125
1yi5_l100_s484741_mpnn1,16.220363970588235
1yi5_l100_s484741_mpnn3,18.54187573529412
1yi5_l100_s530391_mpnn9,7.969367647058823
1yi5_l96_s985107_mpnn2,5.02457950367647
1yi5_l96_s985107_mpnn11,4.9260684742647065
7z14_l94_s587991_mpnn6,5.4474237588652485
7z14_l94_s587991_mpnn3,4.128416666666666
1yi5_l100_s808693_mpnn3,5.562647058823529
1yi5_l100_s808693_mpnn2,6.027795588235294
1yi5_l93_s644866_mpnn1,5.049822896900696
1yi5_l93_s644866_mpnn5,9.565410341555976
7z14_l93_s372140_mpnn6,3.303745519713262
1yi5_l71_s44000_mpnn11,6.596148508699255
1yi5_l71_s44000_mpnn7,6.876445733222866
1yi5_l94_s739327_mpnn16,15.031091989987484
1yi5_l94_s739327_mpnn17,5.444510325406759
1yi5_l96_s684525_mpnn7,5.844626225490196
1yi5_l96_s684525_mpnn17,5.461564031862745
1yi5_l115_s119360_mpnn2,6.152504475703324
1yi5_l104_s571900_mpnn14,7.496273331447964
1yi5_l115_s119360_mpnn1,6.86440537084399
9bk5_l78_s834898_mpnn4,15.466167043740572
9bk5_l78_s834898_mpnn1,7.3149047888386125
9bk6_l70_s34285_mpnn1,18.145688095238093
9bk6_l70_s34285_mpnn6,8.626367857142856
9bk6_l67_s13266_mpnn4,6.48744776119403
9bk6_l67_s13266_mpnn3,6.439539800995025
9bk6_l65_s928733_mpnn13,7.079798717948718
1yi5_l102_s882642_mpnn13,5.792590109573241
1yi5_l102_s882642_mpnn19,4.652028546712803
9bk6_l89_s747205_mpnn11,18.489190074906368
9bk6_l89_s747205_mpnn16,16.43357397003745
1yi5_l96_s315414_mpnn6,19.72093137254902
1yi5_l96_s315414_mpnn5,5.217061887254902
9bk5_l95_s667429_mpnn9,6.590910990712073
1yi5_l102_s364618_mpnn7,4.340638696655133
1yi5_l102_s364618_mpnn14,5.443669982698962
9bk6_l84_s787601_mpnn1,6.28092757936508
9bk6_l84_s787601_mpnn2,6.295032738095238
9bk6_l85_s874082_mpnn8,19.646364705882355
9bk6_l72_s598377_mpnn1,6.9822696759259255
9bk6_l85_s874082_mpnn1,18.293082352941177
9bk6_l72_s598377_mpnn2,7.326248842592591
1yi5_l82_s822651_mpnn1,6.933451398852224
1yi5_l82_s822651_mpnn2,7.2694404591104735
1yi5_l124_s870081_mpnn2,5.3465061669829215
1yi5_l124_s870081_mpnn1,7.053315939278938
1yi5_l125_s165112_mpnn7,9.681293529411764
1yi5_l134_s79375_mpnn7,5.8405931738367
1yi5_l125_s165112_mpnn12,16.461536470588236
1yi5_l134_s79375_mpnn2,18.119456211589114
1yi5_l100_s442242_mpnn6,4.875907352941176
1yi5_l115_s803188_mpnn2,5.440691815856777
1yi5_l100_s442242_mpnn1,5.093133823529412
1yi5_l115_s803188_mpnn5,5.420750639386189
1yi5_l116_s680740_mpnn10,17.11953156693712
1yi5_l83_s451534_mpnn5,7.313844790928419
1yi5_l102_s651486_mpnn2,6.042452422145329
1yi5_l102_s651486_mpnn14,5.866355247981545
